Preemptions ,Start Time (ns) ,End Time (ns) ,Execution Time (ns) ,Cycles ,Instructions ,Cache Misses ,Cache Refs ,Branch Misses ,Branch Refs ,Stalled Cycles Frontend ,Stalled Cycles Backend ,Page Faults ,Context Switches ,CPU Migrations ,Page Faults Major ,Alignment Faults ,Emulation Faults ,Cache Result Access ,Cache Result Miss
0,4420236096106,4420348246835,112150729.422959218,982749174,2476,3700,371877,131542461,97233,4476613351956291616,2314914415770162208,8295685709049507872,8388308487153541989,3618138952724134515,7742920664343198003,8391184040324179823,8027504025223656037,2314885862744418674
0,4420358256369,4420470703337,112446968.424692194,983942340,1742,2664,452464,131366321,97169,4476613351956291616,2314914415770162208,8295687908072763424,8388308487153541989,3905526012047276659,7742920664343132210,8391184040324179823,8027504025223656037,2314885862744418674
0,4420480712347,4420598226811,117514464.443117584,1019429161,1480,2139,467597,138405787,97105,4476613351956291616,2314914415770162208,8295692306119274528,8388308487153541989,3833179250746210931,7742920664343262519,8391184040324179823,8027504025223656037,2314885862744418674
0,4420608241810,4420721884171,113642361.428982126,1019420192,1371,2274,389737,138779291,97041,4476613351956291616,2314914415770162208,8295685709049507872,8388308487153541989,4121973667773037171,7742920664343197234,8391184040324179823,8027504025223656037,2314885862744418674
0,4420731891787,4420844481132,112589345.425483579,1019417764,207,682,467649,138403887,96977,4476613351956291616,2314914415770162208,8295689007584391200,8388308487153541989,3689064062670355059,7742920664343328056,8391184040324179823,8027504025223656037,2314885862744418674
0,4420854486407,4420971459681,116973274.442349384,1022438318,996,2047,407800,139282317,96913,4476613351956291616,2314914415770162208,8295685709049507872,8388308487153541989,3617857482042391155,7742920664343328562,8391184040324179823,8027504025223656037,2314885862744418674
0,4420981466648,4421096979038,115512390.436902886,1028741703,359,904,458819,140332869,96849,4476613351956291616,2314914415770162208,8295687908072763424,8388308487153541989,3616451210965432947,7742920664343328056,8391184040324179823,8027504025223656037,2314885862744418674
0,4421106984699,4421223835372,116850673.441306363,1027469095,590,1449,449785,140120772,96785,4476613351956291616,2314914415770162208,8295686808561135648,8388308487153541989,3474865999145089651,7742920664343000375,8391184040324179823,8027504025223656037,2314885862744418674
0,4421233843714,4421347468811,113625097.429494329,1031001627,353,735,464482,140709528,96721,4476613351956291616,2314914415770162208,8295689007584391200,8388308487153541989,4122817001781475955,7742920664342999093,8391184040324179823,8027504025223656037,2314885862744418674
0,4421357477218,4421475010128,117532910.444227258,1024197172,569,1089,427551,139575446,96657,4476613351956291616,2314914415770162208,8295689007584391200,8388308487153541989,3833752087714347635,7742920664343065396,8391184040324179823,8027504025223656037,2314885862744418674
0,4421485016235,4421600991334,115975099.438624808,1034930049,305,665,479332,141364261,96593,4476613351956291616,2314914415770162208,8295690107096018976,8388308487153541989,3761410828266388083,7742920664343131186,8391184040324179823,8027504025223656037,2314885862744418674
0,4421610996348,4421720117027,109120679.412484876,1010679992,106,644,409111,136947592,96529,4476613351956291616,2314914415770162208,8295684609537880096,8388308487153541989,3978425827697113715,7742920664342935093,8391184040324179823,8027504025223656037,2314885862744418674
0,4421730123325,4421848523640,118400315.447158540,1037770027,930,1635,488311,141837593,96465,4476613351956291616,2314914415770162208,8295691206607646752,8388308487153541989,3976733692186868339,7742920664343000885,8391184040324179823,8027504025223656037,2314885862744418674
0,4421858530121,4421972112551,113582430.429314719,1002188462,701,1262,489142,136282331,96401,4476613351956291616,2314914415770162208,8295693405630902304,8388308487153541989,3978704017023842931,7742920664342933811,8391184040324179823,8027504025223656037,2314885862744418674
0,4421982123701,4422144401957,162278256.431385432,1023659666,1800,3101,480766,139110865,96337,4476613351956291616,2314914415770162208,8295691206607646752,8388308487153541989,3473180452114676339,7742920664343327800,8391184040324179823,8027504025223656037,2314885862744418674
0,4422154407197,4422265196617,110789420.418785406,1018910090,205,661,367242,138694270,96273,4476613351956291616,2314914415770162208,8295693401335935008,8388308487153541989,3762247548025191027,7742920664343458866,8391184040324179823,8027504025223656037,2314885862744418674
0,4422275205133,4422382260993,107055860.403894194,997503458,1032,2446,393249,134376495,96209,4476613351956291616,2314914415770162208,8295685709049507872,8388308487153541989,3905801985170881139,7742920664343394100,8391184040324179823,8027504025223656037,2314885862744418674
0,4422392269452,4422495650209,103380757.390579254,989208120,374,1392,320034,132993958,96145,4476613351956291616,2314914415770162208,8295691202312679456,8388308487153541989,3690198741490350707,7742920664343326777,8391184040324179823,8027504025223656037,2314885862744418674
0,4422505655761,4422610364239,104708478.396065001,999358436,77,785,316600,135060657,96081,4476613351956291616,2314914415770162208,8295690102801051680,8388308487153541989,3474586710306732659,7742920664343000118,8391184040324179823,8027504025223656037,2314885862744418674
0,4422620369845,4422729150738,108780893.409862150,996275743,970,3508,382869,134171883,96017,4476613351956291616,2314914415770162208,8295683510026252320,8388308487153541989,3545511815957985907,7742920664343000376,8391184040324179823,8027504025223656037,2314885862744418674
0,4422739160034,4422843037046,103877012.392354930,967107742,271,1065,420107,128187002,95953,4476613351956291616,2314914415770162208,8295685709049507872,8388308487153541989,4051330045688429171,7742920664342869810,8391184040324179823,8027504025223656037,2314885862744418674
0,4422853042558,4422961289167,108246609.408917299,1016535858,138,980,361054,138298565,95889,4476613351956291616,2314914415770162208,8295693401335935008,8388308487153541989,4050484516951702131,7742920664342934581,8391184040324179823,8027504025223656037,2314885862744418674
0,4422971296239,4423134839773,163543534.426006270,1028927941,199,1183,450800,140363914,95825,4476613351956291616,2314914415770162208,8295687908072763424,8388308487153541989,3689353229933492851,7742920664343394360,8391184040324179823,8027504025223656037,2314885862744418674
0,4423144845777,4423254685134,109839357.414283711,1020258503,406,2145,383967,138909409,95761,4476613351956291616,2314914415770162208,8295684609537880096,8388308487153541989,3905521609705798259,7742920664343000633,8391184040324179823,8027504025223656037,2314885862744418674
0,4423264691071,4423375154489,110463418.416372615,1022691158,385,1602,413346,139324445,95697,4476613351956291616,2314914415770162208,8295685709049507872,8388308487153541989,3763098570025089651,7742920664343392820,8391184040324179823,8027504025223656037,2314885862744418674
0,4423385160754,4423496814178,111653424.419937821,1014007781,372,1474,432113,137502216,95633,4476613351956291616,2314914415770162208,8295686808561135648,8388308487153541989,3617007563849087603,7742920664343394609,8391184040324179823,8027504025223656037,2314885862744418674
